timestamp,x,y,width,
0.0,733.0399599751693,243.03960329868522,1004, 
0.04,735.5029727889489,243.11872769826877,1004, 
0.08,735.5480124370972,243.15724439313826,1004, 
0.12,735.5929156492268,243.19531488814346,1003, 
0.16,735.6376382086269,243.23288745906936,1003, 
0.2,736.6927623425933,243.6765609347568,1003, 
0.24,738.0241775715836,244.5395649332637,1003, 
0.28,740.1383152523614,246.79243915028547,1003, 
0.32,741.5923112598015,247.56978640377133,1003, 
0.36,743.6569619073349,249.36278114577962,1003, 
0.4,745.7167148584049,250.96692085415248,1003, 
0.44,748.2114691304108,253.2259621292254,1003, 
0.48,750.2710721295152,254.47479006978602,1003, 
0.52,752.8668376575015,256.3811110714904,1003, 
0.56,756.5703321193954,260.2068432527527,1003, 
0.6,760.3062168038184,263.8874743285153,1003, 
0.64,763.4588457948632,266.31707549394685,1003, 
0.68,766.8878289250872,269.11455085170275,1003, 
0.72,768.9227511150531,269.2460923146589,999, 
0.76,772.198078721267,271.52119042075714,999, 
0.8,773.9712672523395,271.03727029509844,999, 
0.84,776.3752349348284,271.6210480177546,999, 
0.88,778.5274176243552,271.6923822695495,999, 
0.92,782.3919440208156,274.8934157883337,999, 
0.96,784.5023282492306,275.00995177579244,999, 
1.0,787.324878122421,276.27677108895716,999, 
1.04,789.4063003882844,276.25306693282727,999, 
1.08,791.4493808375639,276.1308803900699,999, 
1.12,796.1136851722206,280.15509209133165,997, 
1.16,798.5216749693727,280.4416698669939,997, 
1.2,801.8325742034076,282.1234203978512,997, 
1.24,806.1622955289481,285.32169117896785,997, 
1.28,809.84308653622,287.4055573183862,997, 
1.32,812.5785260366333,287.99187723321234,999, 
1.36,816.4017322239815,290.1983611867505,999, 
1.4,819.9015853590254,291.81555808850146,999, 
1.44,823.3355236224186,293.2694671121309,999, 
1.48,828.337846771112,297.00102283005833,999, 
1.52,831.1767767911549,297.41385610059416,1001, 
1.56,835.6070099172043,300.12835893399284,1001, 
1.6,839.264775652707,301.6166421410169,1001, 
1.64,843.7621791362087,304.25199859086376,1001, 
1.68,847.053188538827,305.0711203929499,1001, 
1.72,852.0377120721621,308.24590538583567,999, 
1.76,854.9747592449227,308.4124574521458,999, 
1.8,858.1722420425434,308.9208007048537,999, 
1.84,862.978515705991,311.64082166980575,999, 
1.88,868.2104053906907,314.87153355706585,999, 
1.92,870.663985796417,313.84097651188495,997, 
1.96,876.2792341977796,317.14796537316215,997, 
2.0,880.4046137179791,318.3315272324248,997, 
2.04,882.9584775610521,317.3154262634361,997, 
2.08,885.9151593691539,316.84859160694674,997, 
2.12,890.6318682602974,318.7622211699238,999, 
2.16,896.2224570127503,321.763518230956,999, 
2.2,899.8129940507413,322.02384348050606,999, 
2.24,902.345696154638,320.866419767161,999, 
2.28,904.7252789663721,319.49580368866106,999, 
2.32,908.5778758192816,320.29111683715047,996, 
2.36,910.9211032655913,319.1101351552806,996, 
2.4,913.9590865930858,318.823997102128,996, 
2.44,919.8924045297412,322.20764460582984,996, 
2.48,925.5867340128982,325.202580775805,996, 
2.52,931.1141064250794,327.89803050694695,996, 
2.56,934.3227067819881,327.5812224837929,996, 
2.6,938.6485530447869,328.6599114039036,996, 
2.64,942.3262035659413,328.8963826620821,996, 
2.68,947.5982527167708,331.0745243213821,996, 
2.72,951.8729336978625,331.9667539831759,992, 
2.76,956.8128980443984,333.62892452214055,992, 
2.8,961.2040132846199,334.56191178515394,992, 
2.84,963.5380853483305,332.96611389390193,992, 
2.88,967.5706526319633,333.4408944931729,992, 
2.92,973.7444539287837,336.3838054422829,990, 
2.96,979.9410293705082,339.27854598644177,990, 
3.0,985.2542679113103,341.05487568080036,990, 
3.04,988.6862995799282,340.54938186510134,990, 
3.08,994.1199611786636,342.391136099123,990, 
3.12,999.1491278320123,343.68559434185596,994, 
3.16,1002.924814190804,343.4717419386705,994, 
